"u","area_q025","area_q50","area_q975","area_MAP","time"
"rough",-253.460813269635,-146.966268231587,-51.9845932572291,-202.25684359819,2007
"urban",-13.254728153201,71.6506361598639,157.840144491469,85.902167573005,2007
"woods",25.055103547886,127.499447426117,209.847903983096,160.556363354865,2007
"crops",-514.422067233055,-412.938664604509,-315.530232392783,-403.106510289336,2008
"grass",97.5667560004237,184.520308102321,280.200328723375,227.186570675825,2008
"other",-72.9603792261184,10.5430563318199,89.6796630232291,-13.4363739873288,2008
"rough",12.441950754795,103.236076341036,202.326945012156,87.4970551502607,2008
"urban",-50.169460689962,36.9348874277285,118.25270655062,38.0517708938006,2008
"woods",-1.95126908846658,76.67330603649,152.955104500959,63.8074875567778,2008
"crops",-323.90128582546,-234.298015081765,-134.740444553457,-277.441744871748,2009
"grass",156.71072682435,245.203785499659,339.863993900784,265.305281789362,2009
"other",-69.2072996471061,11.0205385838319,91.5162806216108,-2.99037133127577,2009
"rough",-258.882497465699,-153.940261623431,-62.8450111892442,-164.909902656581,2009
"urban",-39.0131375933721,42.2374924015216,124.676322299645,72.4006152077061,2009
"woods",1.72111535668901,87.872117185181,169.917206690544,107.636121862536,2009
"crops",-436.271844771899,-340.214794269629,-236.782470127285,-331.883537119634,2010
"grass",-34.6426186030945,65.2542680183673,168.721881786125,27.8094250273766,2010
"other",10.0734607168106,90.1608800694004,168.716349372901,154.615307308227,2010
"rough",-209.167034626817,-114.679909193866,-23.0772567298768,-138.488345023643,2010
"urban",49.4360184966744,127.877563356635,209.747332918577,126.793296240045,2010
"woods",94.4846742931635,173.657441098616,252.869403171382,161.153853567628,2010
"crops",-172.771558603313,-87.5808882578875,-3.23455158729036,-56.8225982310212,2011
